epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,5151.16,0.92474,0.51035,1.03659,0.95306,0.92617,0.9621,0.67942,0.95822,0.44284,1.0616,0.0049015,0.0049015,0.0049015
105,5200.04,0.91912,0.50843,1.02838,0.949,0.92755,0.96222,0.6782,0.95781,0.44423,1.0608,0.004852,0.004852,0.004852
106,5249.6,0.9183,0.50094,1.03106,0.95236,0.92627,0.96179,0.68182,0.95571,0.4435,1.05962,0.0048025,0.0048025,0.0048025
107,5299.73,0.92191,0.50538,1.03316,0.95118,0.92736,0.96208,0.68023,0.95453,0.44308,1.05885,0.004753,0.004753,0.004753
108,5350.1,0.92515,0.51244,1.03241,0.95289,0.92636,0.96093,0.67997,0.95626,0.44052,1.05894,0.0047035,0.0047035,0.0047035
109,5400.22,0.92023,0.50517,1.03105,0.95925,0.92515,0.96213,0.67973,0.95585,0.43745,1.05917,0.004654,0.004654,0.004654
110,5451.5,0.90893,0.49481,1.02867,0.95641,0.92645,0.96206,0.68033,0.95646,0.43643,1.05873,0.0046045,0.0046045,0.0046045
111,5501.46,0.91575,0.50408,1.02712,0.95715,0.93044,0.9622,0.68034,0.95801,0.43571,1.05742,0.004555,0.004555,0.004555
112,5551.07,0.91549,0.49542,1.02813,0.951,0.92697,0.96114,0.68029,0.95664,0.43375,1.05481,0.0045055,0.0045055,0.0045055
113,5602.24,0.91256,0.50185,1.02659,0.94805,0.93058,0.96025,0.68074,0.95749,0.43427,1.05668,0.004456,0.004456,0.004456
114,5652.15,0.90905,0.49297,1.0254,0.95352,0.93044,0.96245,0.68237,0.95657,0.43191,1.05585,0.0044065,0.0044065,0.0044065
115,5702.28,0.90851,0.49233,1.02391,0.95419,0.93079,0.96467,0.68265,0.95552,0.43203,1.05562,0.004357,0.004357,0.004357
116,5753.4,0.91357,0.49776,1.02844,0.95135,0.93439,0.96195,0.68137,0.95815,0.43121,1.05718,0.0043075,0.0043075,0.0043075
117,5803.4,0.90065,0.49101,1.01856,0.95486,0.92919,0.96177,0.68237,0.95821,0.4332,1.05689,0.004258,0.004258,0.004258
118,5854.69,0.89463,0.48681,1.02218,0.95714,0.92846,0.96237,0.68293,0.95779,0.43182,1.05594,0.0042085,0.0042085,0.0042085
119,5904.89,0.90921,0.49508,1.02584,0.96083,0.92982,0.96299,0.68384,0.95778,0.43215,1.05527,0.004159,0.004159,0.004159
120,5955.19,0.90189,0.48998,1.01806,0.95987,0.92991,0.9635,0.68497,0.9568,0.4325,1.05531,0.0041095,0.0041095,0.0041095
121,6006.88,0.89879,0.49373,1.02251,0.95983,0.93053,0.96471,0.68519,0.95507,0.43231,1.05521,0.00406,0.00406,0.00406
122,6057.15,0.89983,0.48665,1.02429,0.95901,0.92685,0.96429,0.68522,0.95387,0.43147,1.05503,0.0040105,0.0040105,0.0040105
123,6106.26,0.89684,0.49126,1.02094,0.95704,0.92938,0.96476,0.68566,0.95402,0.43321,1.05536,0.003961,0.003961,0.003961
124,6158.62,0.88609,0.47957,1.01338,0.95489,0.92976,0.96464,0.68582,0.95351,0.43286,1.05559,0.0039115,0.0039115,0.0039115
125,6208.39,0.90571,0.48843,1.02093,0.95532,0.9362,0.96545,0.68499,0.95367,0.43154,1.05564,0.003862,0.003862,0.003862
126,6258.59,0.88691,0.48216,1.01453,0.95212,0.93539,0.96482,0.68561,0.95273,0.43125,1.05494,0.0038125,0.0038125,0.0038125
127,6310.03,0.89172,0.48557,1.01479,0.95389,0.93268,0.96324,0.68551,0.95325,0.42996,1.05512,0.003763,0.003763,0.003763
128,6360.32,0.8916,0.48052,1.01312,0.95962,0.92885,0.96485,0.68463,0.95463,0.42837,1.05558,0.0037135,0.0037135,0.0037135
129,6410.44,0.88241,0.47593,1.01285,0.95969,0.93096,0.96549,0.68502,0.95378,0.42849,1.0555,0.003664,0.003664,0.003664
130,6462.1,0.88407,0.47616,1.00977,0.96147,0.93072,0.96525,0.68607,0.95317,0.42724,1.05455,0.0036145,0.0036145,0.0036145
131,6513.55,0.88526,0.47929,1.01645,0.95709,0.93273,0.96547,0.687,0.95258,0.42794,1.05424,0.003565,0.003565,0.003565
132,6564.75,0.88811,0.48862,1.0182,0.95934,0.93215,0.96571,0.68719,0.95303,0.42694,1.05474,0.0035155,0.0035155,0.0035155
133,6615.03,0.88047,0.47611,1.01426,0.95873,0.93054,0.96548,0.68731,0.95385,0.42577,1.05567,0.003466,0.003466,0.003466
134,6664.74,0.88146,0.47447,1.0137,0.95987,0.92919,0.965,0.68735,0.95436,0.42551,1.0564,0.0034165,0.0034165,0.0034165
135,6716.76,0.87681,0.47411,1.01262,0.95982,0.92921,0.9662,0.68711,0.95395,0.42534,1.05556,0.003367,0.003367,0.003367
136,6767.11,0.88829,0.47628,1.01522,0.95793,0.93063,0.9653,0.68683,0.95359,0.42525,1.05538,0.0033175,0.0033175,0.0033175
137,6817.46,0.87924,0.47145,1.01139,0.95798,0.92885,0.96462,0.68631,0.95284,0.42441,1.05534,0.003268,0.003268,0.003268
138,6869.09,0.87627,0.47077,1.01239,0.95383,0.9304,0.96508,0.6862,0.95237,0.42381,1.05546,0.0032185,0.0032185,0.0032185
139,6919.22,0.87235,0.4654,1.00852,0.95458,0.93195,0.9651,0.68693,0.95121,0.42324,1.0547,0.003169,0.003169,0.003169
140,6969.2,0.87744,0.46887,1.00891,0.95404,0.93225,0.96533,0.68686,0.95208,0.42349,1.05516,0.0031195,0.0031195,0.0031195
141,7021.54,0.87356,0.46497,1.01268,0.95739,0.93234,0.96582,0.68666,0.95205,0.42331,1.05517,0.00307,0.00307,0.00307
142,7072.58,0.86457,0.46526,1.00556,0.9561,0.93099,0.96587,0.6869,0.95195,0.4226,1.05505,0.0030205,0.0030205,0.0030205
143,7122.78,0.86755,0.4636,1.00902,0.95568,0.93099,0.96541,0.68738,0.95206,0.42242,1.05564,0.002971,0.002971,0.002971
144,7173.5,0.86648,0.46124,1.0099,0.95598,0.93099,0.96518,0.68641,0.95257,0.42261,1.05619,0.0029215,0.0029215,0.0029215
145,7224.63,0.86015,0.50859,1.00357,0.95511,0.93163,0.96515,0.68652,0.953,0.42254,1.05647,0.002872,0.002872,0.002872
146,7275.11,0.86061,0.46044,1.00416,0.95595,0.93109,0.96476,0.68599,0.95339,0.42288,1.05708,0.0028225,0.0028225,0.0028225
147,7326.75,0.86006,0.45952,1.00287,0.95585,0.93161,0.96395,0.68673,0.95305,0.42266,1.05663,0.002773,0.002773,0.002773
148,7377.17,0.86377,0.46195,1.0065,0.95751,0.93196,0.9645,0.687,0.95369,0.42313,1.05685,0.0027235,0.0027235,0.0027235
149,7426.6,0.86025,0.46116,1.00306,0.95759,0.93117,0.96439,0.68722,0.95408,0.42294,1.0569,0.002674,0.002674,0.002674
150,7478.04,0.86928,0.4614,1.00623,0.95948,0.92954,0.96478,0.68742,0.95404,0.4234,1.05699,0.0026245,0.0026245,0.0026245
151,7528.18,0.86183,0.45778,1.00386,0.9587,0.93152,0.96542,0.68751,0.95425,0.42301,1.05682,0.002575,0.002575,0.002575
152,7578.86,0.85766,0.45751,1.00295,0.95717,0.93232,0.96539,0.68756,0.95424,0.42263,1.05674,0.0025255,0.0025255,0.0025255
153,7631.02,0.86354,0.45725,1.00052,0.95657,0.93187,0.96412,0.68816,0.95378,0.42326,1.05675,0.002476,0.002476,0.002476
154,7681.26,0.85511,0.45285,0.99998,0.95586,0.93187,0.96407,0.68876,0.95394,0.42361,1.05662,0.0024265,0.0024265,0.0024265
155,7731.55,0.85355,0.45548,1.00026,0.95673,0.93136,0.96381,0.68781,0.95382,0.42335,1.05664,0.002377,0.002377,0.002377
156,7783.3,0.85006,0.45024,1.00131,0.95735,0.93258,0.96466,0.68777,0.9534,0.423,1.05646,0.0023275,0.0023275,0.0023275
157,7833.42,0.83857,0.52363,0.99012,0.95933,0.93262,0.96609,0.68821,0.95329,0.42304,1.0565,0.002278,0.002278,0.002278
