epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,4721.13,0.95879,0.52091,1.01985,0.94574,0.90023,0.93894,0.63823,1.03395,0.48948,1.06928,0.0037135,0.0037135,0.0037135
129,4757.97,0.9517,0.52126,1.0235,0.93379,0.89996,0.93952,0.64166,1.03114,0.4942,1.06886,0.003664,0.003664,0.003664
130,4794.73,0.95795,0.5202,1.03469,0.93357,0.90518,0.93635,0.64219,1.03208,0.49318,1.07097,0.0036145,0.0036145,0.0036145
131,4831.62,0.95069,0.52156,1.02053,0.93589,0.90156,0.93611,0.64029,1.03604,0.49244,1.07474,0.003565,0.003565,0.003565
132,4868.48,0.94776,0.51545,1.0209,0.94371,0.89907,0.94045,0.64141,1.03547,0.49179,1.07414,0.0035155,0.0035155,0.0035155
133,4905.27,0.94842,0.51387,1.02426,0.94005,0.90478,0.94107,0.64117,1.04103,0.49133,1.0737,0.003466,0.003466,0.003466
134,4942.01,0.94518,0.51231,1.02047,0.93817,0.90468,0.93903,0.63902,1.04183,0.4932,1.07622,0.0034165,0.0034165,0.0034165
135,4978.89,0.94004,0.51124,1.01775,0.93314,0.91159,0.9387,0.63765,1.04531,0.48974,1.07514,0.003367,0.003367,0.003367
136,5015.82,0.94862,0.51454,1.0219,0.93789,0.91181,0.94115,0.63785,1.04587,0.48975,1.07438,0.0033175,0.0033175,0.0033175
137,5052.65,0.93436,0.50595,1.01607,0.94499,0.89776,0.94012,0.64116,1.0402,0.48471,1.07101,0.003268,0.003268,0.003268
138,5089.4,0.93222,0.50566,1.01454,0.94485,0.9041,0.93899,0.64199,1.03813,0.48385,1.06972,0.0032185,0.0032185,0.0032185
139,5126.34,0.93062,0.50679,1.01539,0.93916,0.90016,0.93915,0.6419,1.03505,0.4847,1.07117,0.003169,0.003169,0.003169
140,5163.03,0.92359,0.49855,1.01296,0.94503,0.89776,0.94037,0.64027,1.03703,0.48609,1.0736,0.0031195,0.0031195,0.0031195
141,5199.93,0.92563,0.50054,1.01112,0.94754,0.89808,0.94167,0.64118,1.03649,0.48691,1.07087,0.00307,0.00307,0.00307
142,5236.62,0.93348,0.5033,1.0191,0.94633,0.8993,0.94005,0.64195,1.03778,0.48548,1.07181,0.0030205,0.0030205,0.0030205
143,5273.64,0.92062,0.49783,1.01373,0.94831,0.90139,0.94189,0.64372,1.03431,0.48354,1.07203,0.002971,0.002971,0.002971
144,5310.53,0.93529,0.50397,1.01885,0.94721,0.89946,0.93978,0.64501,1.02724,0.48377,1.06831,0.0029215,0.0029215,0.0029215
145,5347.5,0.93222,0.50538,1.01051,0.94594,0.90379,0.94138,0.64459,1.02737,0.4847,1.06904,0.002872,0.002872,0.002872
146,5384.41,0.92227,0.49708,1.01039,0.94086,0.90142,0.94259,0.64576,1.02758,0.48532,1.06651,0.0028225,0.0028225,0.0028225
147,5421.16,0.92592,0.50169,1.01366,0.94484,0.90417,0.94057,0.64683,1.02721,0.4832,1.06928,0.002773,0.002773,0.002773
148,5457.97,0.92636,0.50243,1.01026,0.9488,0.90232,0.94411,0.64713,1.02685,0.48059,1.06806,0.0027235,0.0027235,0.0027235
149,5494.72,0.90758,0.48826,1.00757,0.94018,0.90995,0.94466,0.64761,1.02518,0.481,1.06916,0.002674,0.002674,0.002674
150,5531.58,0.91704,0.49548,1.0084,0.93884,0.91082,0.9423,0.64574,1.02682,0.47839,1.07017,0.0026245,0.0026245,0.0026245
151,5568.51,0.90277,0.48451,1.00153,0.94712,0.90891,0.94528,0.64781,1.03017,0.47642,1.07209,0.002575,0.002575,0.002575
152,5605.23,0.9136,0.48834,1.00881,0.94232,0.90844,0.94514,0.64831,1.02947,0.47605,1.07208,0.0025255,0.0025255,0.0025255
153,5641.27,0.92543,0.49544,1.01347,0.93432,0.91515,0.94276,0.64559,1.02945,0.47697,1.07073,0.002476,0.002476,0.002476
154,5677.23,0.9277,0.49878,1.01131,0.94674,0.90952,0.94219,0.64436,1.03209,0.47611,1.07398,0.0024265,0.0024265,0.0024265
155,5713.28,0.90541,0.4863,1.00693,0.94329,0.91116,0.94138,0.64579,1.0321,0.4756,1.07374,0.002377,0.002377,0.002377
156,5749.34,0.91379,0.48775,1.00405,0.93912,0.91216,0.94118,0.64344,1.03431,0.47878,1.0756,0.0023275,0.0023275,0.0023275
157,5785.17,0.89804,0.48564,1.00022,0.93773,0.9113,0.94112,0.64393,1.03352,0.47951,1.0737,0.002278,0.002278,0.002278
158,5821.02,0.91295,0.48524,1.0099,0.94111,0.9109,0.94109,0.64464,1.03269,0.48145,1.07295,0.0022285,0.0022285,0.0022285
159,5857.1,0.90663,0.47882,1.00319,0.93733,0.90989,0.94035,0.64513,1.02916,0.47968,1.07133,0.002179,0.002179,0.002179
160,5892.89,0.88985,0.47583,1.00288,0.94045,0.90706,0.93991,0.64623,1.03141,0.48026,1.07268,0.0021295,0.0021295,0.0021295
161,5928.82,0.89515,0.48045,0.99818,0.94204,0.90008,0.93987,0.64582,1.03009,0.47841,1.07135,0.00208,0.00208,0.00208
162,5964.83,0.90035,0.47699,1.00254,0.94283,0.90591,0.94086,0.64557,1.02932,0.48036,1.07094,0.0020305,0.0020305,0.0020305
163,6000.69,0.90922,0.48547,1.00551,0.9464,0.90425,0.94243,0.646,1.02889,0.47956,1.07129,0.001981,0.001981,0.001981
164,6036.49,0.89485,0.48064,1.00383,0.94541,0.90789,0.94203,0.64555,1.02764,0.47763,1.07095,0.0019315,0.0019315,0.0019315
165,6072.3,0.88491,0.47524,0.99692,0.944,0.91135,0.94134,0.6446,1.03103,0.47835,1.07332,0.001882,0.001882,0.001882
166,6108.29,0.89902,0.47615,1.00525,0.9418,0.91202,0.94015,0.64435,1.03278,0.47955,1.07518,0.0018325,0.0018325,0.0018325
167,6144.16,0.88317,0.47352,0.9996,0.94167,0.90962,0.93911,0.64429,1.03534,0.47808,1.07771,0.001783,0.001783,0.001783
168,6180.11,0.89107,0.47567,1.00268,0.94525,0.90618,0.94119,0.6444,1.03415,0.47726,1.07713,0.0017335,0.0017335,0.0017335
169,6215.93,0.88552,0.47008,0.99808,0.9414,0.91158,0.93977,0.64496,1.03412,0.47495,1.07671,0.001684,0.001684,0.001684
170,6251.69,0.8813,0.46814,0.99085,0.94173,0.91227,0.94212,0.64405,1.03611,0.47485,1.07809,0.0016345,0.0016345,0.0016345
171,6287.54,0.879,0.46815,0.99742,0.93531,0.91304,0.94169,0.64365,1.03725,0.47566,1.07796,0.001585,0.001585,0.001585
172,6323.32,0.88006,0.46857,0.99644,0.93097,0.9173,0.9418,0.64361,1.03635,0.47781,1.07686,0.0015355,0.0015355,0.0015355
173,6359.28,0.886,0.4705,0.99206,0.93295,0.91352,0.94275,0.64502,1.03332,0.47674,1.07655,0.001486,0.001486,0.001486
174,6395.09,0.87496,0.46711,0.99483,0.93138,0.91258,0.94217,0.64396,1.0321,0.47491,1.07616,0.0014365,0.0014365,0.0014365
175,6431.01,0.87146,0.46248,0.99139,0.92993,0.91322,0.94289,0.6439,1.03241,0.47573,1.07623,0.001387,0.001387,0.001387
176,6466.86,0.87083,0.46233,0.99161,0.9283,0.90943,0.94177,0.64285,1.03255,0.47797,1.0755,0.0013375,0.0013375,0.0013375
177,6503.63,0.86197,0.46128,0.99422,0.9311,0.91059,0.94162,0.6446,1.03326,0.47855,1.07601,0.001288,0.001288,0.001288
178,6539.6,0.87048,0.45893,0.98909,0.93472,0.90879,0.94126,0.64409,1.03393,0.47992,1.07697,0.0012385,0.0012385,0.0012385
179,6575.53,0.86211,0.45664,0.98968,0.93558,0.90896,0.94132,0.64537,1.03457,0.47987,1.07763,0.001189,0.001189,0.001189
180,6611.6,0.87347,0.45824,0.99433,0.93639,0.90535,0.94038,0.64538,1.03389,0.48024,1.07672,0.0011395,0.0011395,0.0011395
181,6647.59,0.8632,0.45817,0.98847,0.93913,0.90724,0.94094,0.64471,1.03356,0.47895,1.07549,0.00109,0.00109,0.00109
182,6683.45,0.85282,0.44988,0.98473,0.93852,0.9078,0.94157,0.64447,1.03516,0.47725,1.07677,0.0010405,0.0010405,0.0010405
183,6719.37,0.86054,0.45559,0.98841,0.93914,0.91009,0.94211,0.64421,1.03529,0.47722,1.07607,0.000991,0.000991,0.000991
184,6755.21,0.85941,0.46026,0.98653,0.93846,0.90672,0.94051,0.64432,1.03509,0.47762,1.07573,0.0009415,0.0009415,0.0009415
185,6791.22,0.85767,0.4561,0.98476,0.93795,0.9102,0.94109,0.64494,1.03389,0.47783,1.07533,0.000892,0.000892,0.000892
186,6827.07,0.86533,0.45643,0.98846,0.93827,0.90986,0.94043,0.64515,1.03317,0.47842,1.07463,0.0008425,0.0008425,0.0008425
187,6862.92,0.86088,0.45115,0.98663,0.93495,0.91004,0.94007,0.64552,1.03413,0.47846,1.07585,0.000793,0.000793,0.000793
